"","mu","lambda","psi","ntip","surviving_terminal","extinct_terminal","extinct_internal","surviving_internal","m","k","turnover","ef","netdiv"
"1",0.2,0.3,0.005,50,2,0,0,0,0,2,0.5,0.666666666666667,0.1
"2",0.2,0.3,0.005,50,0,1,0,0,1,0,0.5,0.666666666666667,0.1
"3",0.2,0.3,0.005,50,1,1,1,1,1,3,0.5,0.666666666666667,0.1
"4",0.2,0.3,0.005,50,1,1,1,1,1,3,0.5,0.666666666666667,0.1
"5",0.2,0.3,0.005,50,0,0,0,1,0,1,0.5,0.666666666666667,0.1
"6",0.2,0.3,0.005,50,0,2,0,0,2,0,0.5,0.666666666666667,0.1
"7",0.2,0.3,0.005,50,1,0,0,0,0,1,0.5,0.666666666666667,0.1
"8",0.2,0.3,0.005,50,0,0,0,2,0,2,0.5,0.666666666666667,0.1
"9",0.2,0.3,0.005,50,0,0,0,2,0,2,0.5,0.666666666666667,0.1
"10",0.2,0.3,0.005,50,0,0,0,1,0,1,0.5,0.666666666666667,0.1
"11",0.2,0.3,0.005,50,0,2,0,0,2,0,0.5,0.666666666666667,0.1
"12",0.2,0.3,0.005,50,0,2,3,0,2,3,0.5,0.666666666666667,0.1
"13",0.2,0.3,0.005,50,1,2,0,1,2,2,0.5,0.666666666666667,0.1
"14",0.2,0.3,0.005,50,0,2,0,1,2,1,0.5,0.666666666666667,0.1
"15",0.2,0.3,0.005,50,1,2,0,1,2,2,0.5,0.666666666666667,0.1
"16",0.2,0.3,0.005,50,0,0,0,1,0,1,0.5,0.666666666666667,0.1
"17",0.2,0.3,0.01,50,1,2,3,1,2,5,0.5,0.666666666666667,0.1
"18",0.2,0.3,0.01,50,1,1,1,3,1,5,0.5,0.666666666666667,0.1
"19",0.2,0.3,0.01,50,0,0,0,3,0,3,0.5,0.666666666666667,0.1
"20",0.2,0.3,0.01,50,0,4,1,2,4,3,0.5,0.666666666666667,0.1
"21",0.2,0.3,0.01,50,1,1,0,0,1,1,0.5,0.666666666666667,0.1
"22",0.2,0.3,0.01,50,0,2,0,3,2,3,0.5,0.666666666666667,0.1
"23",0.2,0.3,0.01,50,1,2,0,2,2,3,0.5,0.666666666666667,0.1
"24",0.2,0.3,0.01,50,1,1,0,2,1,3,0.5,0.666666666666667,0.1
"25",0.2,0.3,0.01,50,0,4,0,0,4,0,0.5,0.666666666666667,0.1
"26",0.2,0.3,0.01,50,1,3,2,5,3,8,0.5,0.666666666666667,0.1
"27",0.2,0.3,0.01,50,0,2,3,0,2,3,0.5,0.666666666666667,0.1
"28",0.2,0.3,0.01,50,2,1,0,0,1,2,0.5,0.666666666666667,0.1
"29",0.2,0.3,0.01,50,1,2,0,1,2,2,0.5,0.666666666666667,0.1
"30",0.2,0.3,0.01,50,0,3,0,2,3,2,0.5,0.666666666666667,0.1
"31",0.2,0.3,0.01,50,0,2,0,0,2,0,0.5,0.666666666666667,0.1
"32",0.2,0.3,0.01,50,2,0,0,2,0,4,0.5,0.666666666666667,0.1
"33",0.2,0.3,0.01,50,0,1,0,2,1,2,0.5,0.666666666666667,0.1
"34",0.2,0.3,0.01,50,1,3,0,9,3,10,0.5,0.666666666666667,0.1
"35",0.2,0.3,0.01,50,0,1,0,1,1,1,0.5,0.666666666666667,0.1
"36",0.2,0.3,0.01,50,0,1,1,1,1,2,0.5,0.666666666666667,0.1
"37",0.2,0.3,0.02,50,0,2,2,6,2,8,0.5,0.666666666666667,0.1
"38",0.2,0.3,0.02,50,3,2,1,5,2,9,0.5,0.666666666666667,0.1
"39",0.2,0.3,0.02,50,3,4,0,0,4,3,0.5,0.666666666666667,0.1
"40",0.2,0.3,0.02,50,2,0,2,7,0,11,0.5,0.666666666666667,0.1
"41",0.2,0.3,0.02,50,1,2,3,2,2,6,0.5,0.666666666666667,0.1
"42",0.2,0.3,0.02,50,2,3,1,6,3,9,0.5,0.666666666666667,0.1
"43",0.2,0.3,0.02,50,1,0,0,5,0,6,0.5,0.666666666666667,0.1
"44",0.2,0.3,0.02,50,1,3,1,1,3,3,0.5,0.666666666666667,0.1
"45",0.2,0.3,0.02,50,1,12,4,6,12,11,0.5,0.666666666666667,0.1
"46",0.2,0.3,0.02,50,3,3,0,4,3,7,0.5,0.666666666666667,0.1
"47",0.2,0.3,0.02,50,0,2,0,1,2,1,0.5,0.666666666666667,0.1
"48",0.2,0.3,0.02,50,2,4,2,6,4,10,0.5,0.666666666666667,0.1
"49",0.2,0.3,0.02,50,2,4,0,3,4,5,0.5,0.666666666666667,0.1
"50",0.2,0.3,0.02,50,1,4,2,5,4,8,0.5,0.666666666666667,0.1
"51",0.2,0.3,0.02,50,3,1,0,3,1,6,0.5,0.666666666666667,0.1
"52",0.2,0.3,0.02,50,1,4,0,0,4,1,0.5,0.666666666666667,0.1
"53",0.2,0.3,0.02,50,0,7,2,6,7,8,0.5,0.666666666666667,0.1
"54",0.2,0.3,0.02,50,2,2,1,3,2,6,0.5,0.666666666666667,0.1
"55",0.2,0.3,0.02,50,2,4,1,6,4,9,0.5,0.666666666666667,0.1
"56",0.2,0.3,0.02,50,4,1,0,2,1,6,0.5,0.666666666666667,0.1
"57",0.2,0.3,0.04,50,2,4,0,7,4,9,0.5,0.666666666666667,0.1
"58",0.2,0.3,0.04,50,0,3,0,5,3,5,0.5,0.666666666666667,0.1
"59",0.2,0.3,0.04,50,1,6,4,9,6,14,0.5,0.666666666666667,0.1
"60",0.2,0.3,0.04,50,4,5,1,6,5,11,0.5,0.666666666666667,0.1
"61",0.2,0.3,0.04,50,3,7,3,6,7,12,0.5,0.666666666666667,0.1
"62",0.2,0.3,0.04,50,2,5,1,3,5,6,0.5,0.666666666666667,0.1
"63",0.2,0.3,0.04,50,1,4,4,5,4,10,0.5,0.666666666666667,0.1
"64",0.2,0.3,0.04,50,1,4,1,5,4,7,0.5,0.666666666666667,0.1
"65",0.2,0.3,0.04,50,4,9,1,4,9,9,0.5,0.666666666666667,0.1
"66",0.2,0.3,0.04,50,6,7,0,11,7,17,0.5,0.666666666666667,0.1
"67",0.2,0.3,0.04,50,0,4,2,15,4,17,0.5,0.666666666666667,0.1
"68",0.2,0.3,0.04,50,0,2,3,4,2,7,0.5,0.666666666666667,0.1
"69",0.2,0.3,0.04,50,3,8,1,6,8,10,0.5,0.666666666666667,0.1
"70",0.2,0.3,0.04,50,1,5,2,6,5,9,0.5,0.666666666666667,0.1
"71",0.2,0.3,0.04,50,4,9,4,20,9,28,0.5,0.666666666666667,0.1
"72",0.2,0.3,0.04,50,2,5,1,11,5,14,0.5,0.666666666666667,0.1
"73",0.2,0.3,0.04,50,3,4,3,5,4,11,0.5,0.666666666666667,0.1
"74",0.2,0.3,0.04,50,1,2,0,8,2,9,0.5,0.666666666666667,0.1
"75",0.2,0.3,0.04,50,7,3,2,15,3,24,0.5,0.666666666666667,0.1
"76",0.2,0.3,0.04,50,2,6,1,6,6,9,0.5,0.666666666666667,0.1
"77",0.1,0.3,0.005,50,1,0,0,0,0,1,0.4,0.333333333333333,0.2
"78",0.1,0.3,0.005,50,0,0,1,0,0,1,0.4,0.333333333333333,0.2
"79",0.1,0.3,0.005,50,0,0,0,1,0,1,0.4,0.333333333333333,0.2
"80",0.1,0.3,0.005,50,1,0,0,0,0,1,0.4,0.333333333333333,0.2
"81",0.1,0.3,0.005,50,1,0,0,0,0,1,0.4,0.333333333333333,0.2
"82",0.1,0.3,0.005,50,1,0,0,1,0,2,0.4,0.333333333333333,0.2
"83",0.1,0.3,0.005,50,0,0,0,1,0,1,0.4,0.333333333333333,0.2
"84",0.1,0.3,0.005,50,0,0,0,1,0,1,0.4,0.333333333333333,0.2
"85",0.1,0.3,0.005,50,1,0,0,0,0,1,0.4,0.333333333333333,0.2
"86",0.1,0.3,0.005,50,0,0,0,2,0,2,0.4,0.333333333333333,0.2
"87",0.1,0.3,0.005,50,2,0,0,1,0,3,0.4,0.333333333333333,0.2
"88",0.1,0.3,0.005,50,1,0,0,0,0,1,0.4,0.333333333333333,0.2
"89",0.1,0.3,0.005,50,1,0,0,0,0,1,0.4,0.333333333333333,0.2
"90",0.1,0.3,0.005,50,1,0,0,0,0,1,0.4,0.333333333333333,0.2
"91",0.1,0.3,0.005,50,2,0,0,0,0,2,0.4,0.333333333333333,0.2
"92",0.1,0.3,0.01,50,2,0,0,0,0,2,0.4,0.333333333333333,0.2
"93",0.1,0.3,0.01,50,1,0,0,1,0,2,0.4,0.333333333333333,0.2
"94",0.1,0.3,0.01,50,1,1,0,0,1,1,0.4,0.333333333333333,0.2
"95",0.1,0.3,0.01,50,0,0,0,1,0,1,0.4,0.333333333333333,0.2
"96",0.1,0.3,0.01,50,0,0,1,2,0,3,0.4,0.333333333333333,0.2
"97",0.1,0.3,0.01,50,4,1,0,1,1,5,0.4,0.333333333333333,0.2
"98",0.1,0.3,0.01,50,0,0,0,3,0,3,0.4,0.333333333333333,0.2
"99",0.1,0.3,0.01,50,1,0,0,2,0,3,0.4,0.333333333333333,0.2
"100",0.1,0.3,0.01,50,2,1,0,0,1,2,0.4,0.333333333333333,0.2
"101",0.1,0.3,0.01,50,0,0,0,2,0,2,0.4,0.333333333333333,0.2
"102",0.1,0.3,0.01,50,0,1,0,3,1,3,0.4,0.333333333333333,0.2
"103",0.1,0.3,0.01,50,0,1,0,0,1,0,0.4,0.333333333333333,0.2
"104",0.1,0.3,0.01,50,1,0,0,3,0,4,0.4,0.333333333333333,0.2
"105",0.1,0.3,0.01,50,1,0,1,0,0,2,0.4,0.333333333333333,0.2
"106",0.1,0.3,0.01,50,2,0,0,0,0,2,0.4,0.333333333333333,0.2
"107",0.1,0.3,0.01,50,0,0,0,2,0,2,0.4,0.333333333333333,0.2
"108",0.1,0.3,0.01,50,0,1,0,4,1,4,0.4,0.333333333333333,0.2
"109",0.1,0.3,0.02,50,1,1,0,3,1,4,0.4,0.333333333333333,0.2
"110",0.1,0.3,0.02,50,3,0,0,0,0,3,0.4,0.333333333333333,0.2
"111",0.1,0.3,0.02,50,1,0,0,5,0,6,0.4,0.333333333333333,0.2
"112",0.1,0.3,0.02,50,1,1,0,3,1,4,0.4,0.333333333333333,0.2
"113",0.1,0.3,0.02,50,2,1,0,1,1,3,0.4,0.333333333333333,0.2
"114",0.1,0.3,0.02,50,1,4,0,2,4,3,0.4,0.333333333333333,0.2
"115",0.1,0.3,0.02,50,2,1,0,1,1,3,0.4,0.333333333333333,0.2
"116",0.1,0.3,0.02,50,0,0,0,1,0,1,0.4,0.333333333333333,0.2
"117",0.1,0.3,0.02,50,1,0,0,0,0,1,0.4,0.333333333333333,0.2
"118",0.1,0.3,0.02,50,4,0,1,4,0,9,0.4,0.333333333333333,0.2
"119",0.1,0.3,0.02,50,3,0,0,1,0,4,0.4,0.333333333333333,0.2
"120",0.1,0.3,0.02,50,2,1,0,2,1,4,0.4,0.333333333333333,0.2
"121",0.1,0.3,0.02,50,2,0,0,1,0,3,0.4,0.333333333333333,0.2
"122",0.1,0.3,0.02,50,3,0,0,0,0,3,0.4,0.333333333333333,0.2
"123",0.1,0.3,0.02,50,2,1,0,1,1,3,0.4,0.333333333333333,0.2
"124",0.1,0.3,0.02,50,1,1,0,5,1,6,0.4,0.333333333333333,0.2
"125",0.1,0.3,0.02,50,2,0,0,4,0,6,0.4,0.333333333333333,0.2
"126",0.1,0.3,0.02,50,2,0,0,0,0,2,0.4,0.333333333333333,0.2
"127",0.1,0.3,0.02,50,2,2,0,2,2,4,0.4,0.333333333333333,0.2
"128",0.1,0.3,0.02,50,1,1,1,2,1,4,0.4,0.333333333333333,0.2
"129",0.1,0.3,0.04,50,4,2,0,3,2,7,0.4,0.333333333333333,0.2
"130",0.1,0.3,0.04,50,3,1,0,1,1,4,0.4,0.333333333333333,0.2
"131",0.1,0.3,0.04,50,2,1,0,3,1,5,0.4,0.333333333333333,0.2
"132",0.1,0.3,0.04,50,1,1,1,9,1,11,0.4,0.333333333333333,0.2
"133",0.1,0.3,0.04,50,4,3,0,2,3,6,0.4,0.333333333333333,0.2
"134",0.1,0.3,0.04,50,2,3,0,4,3,6,0.4,0.333333333333333,0.2
"135",0.1,0.3,0.04,50,2,1,0,6,1,8,0.4,0.333333333333333,0.2
"136",0.1,0.3,0.04,50,3,1,0,13,1,16,0.4,0.333333333333333,0.2
"137",0.1,0.3,0.04,50,1,0,0,1,0,2,0.4,0.333333333333333,0.2
"138",0.1,0.3,0.04,50,4,1,0,4,1,8,0.4,0.333333333333333,0.2
"139",0.1,0.3,0.04,50,4,1,0,6,1,10,0.4,0.333333333333333,0.2
"140",0.1,0.3,0.04,50,2,0,0,8,0,10,0.4,0.333333333333333,0.2
"141",0.1,0.3,0.04,50,2,0,0,7,0,9,0.4,0.333333333333333,0.2
"142",0.1,0.3,0.04,50,5,3,0,9,3,14,0.4,0.333333333333333,0.2
"143",0.1,0.3,0.04,50,1,4,0,3,4,4,0.4,0.333333333333333,0.2
"144",0.1,0.3,0.04,50,3,0,0,2,0,5,0.4,0.333333333333333,0.2
"145",0.1,0.3,0.04,50,3,4,0,5,4,8,0.4,0.333333333333333,0.2
"146",0.1,0.3,0.04,50,3,2,0,7,2,10,0.4,0.333333333333333,0.2
"147",0.1,0.3,0.04,50,2,3,0,4,3,6,0.4,0.333333333333333,0.2
"148",0.1,0.3,0.04,50,1,2,0,7,2,8,0.4,0.333333333333333,0.2
"149",0,0.3,0.005,50,1,0,0,0,0,1,0.3,0,0.3
"150",0,0.3,0.005,50,0,0,0,1,0,1,0.3,0,0.3
"151",0,0.3,0.005,50,1,0,0,0,0,1,0.3,0,0.3
"152",0,0.3,0.005,50,0,0,0,2,0,2,0.3,0,0.3
"153",0,0.3,0.005,50,2,0,0,1,0,3,0.3,0,0.3
"154",0,0.3,0.005,50,2,0,0,1,0,3,0.3,0,0.3
"155",0,0.3,0.005,50,1,0,0,1,0,2,0.3,0,0.3
"156",0,0.3,0.005,50,2,0,0,0,0,2,0.3,0,0.3
"157",0,0.3,0.005,50,1,0,0,0,0,1,0.3,0,0.3
"158",0,0.3,0.005,50,1,0,0,1,0,2,0.3,0,0.3
"159",0,0.3,0.005,50,1,0,0,0,0,1,0.3,0,0.3
"160",0,0.3,0.005,50,1,0,0,1,0,2,0.3,0,0.3
"161",0,0.3,0.01,50,2,0,0,0,0,2,0.3,0,0.3
"162",0,0.3,0.01,50,3,0,0,2,0,5,0.3,0,0.3
"163",0,0.3,0.01,50,0,0,0,1,0,1,0.3,0,0.3
"164",0,0.3,0.01,50,1,0,0,0,0,1,0.3,0,0.3
"165",0,0.3,0.01,50,2,0,0,1,0,3,0.3,0,0.3
"166",0,0.3,0.01,50,0,0,0,1,0,1,0.3,0,0.3
"167",0,0.3,0.01,50,2,0,0,0,0,2,0.3,0,0.3
"168",0,0.3,0.01,50,2,0,0,0,0,2,0.3,0,0.3
"169",0,0.3,0.01,50,0,0,0,1,0,1,0.3,0,0.3
"170",0,0.3,0.01,50,0,0,0,1,0,1,0.3,0,0.3
"171",0,0.3,0.01,50,3,0,0,2,0,5,0.3,0,0.3
"172",0,0.3,0.01,50,5,0,0,1,0,6,0.3,0,0.3
"173",0,0.3,0.01,50,0,0,0,2,0,2,0.3,0,0.3
"174",0,0.3,0.01,50,0,0,0,4,0,4,0.3,0,0.3
"175",0,0.3,0.02,50,1,0,0,0,0,1,0.3,0,0.3
"176",0,0.3,0.02,50,2,0,0,0,0,2,0.3,0,0.3
"177",0,0.3,0.02,50,0,0,0,2,0,2,0.3,0,0.3
"178",0,0.3,0.02,50,3,0,0,1,0,4,0.3,0,0.3
"179",0,0.3,0.02,50,4,0,0,0,0,4,0.3,0,0.3
"180",0,0.3,0.02,50,2,0,0,2,0,4,0.3,0,0.3
"181",0,0.3,0.02,50,1,0,0,1,0,2,0.3,0,0.3
"182",0,0.3,0.02,50,2,0,0,1,0,3,0.3,0,0.3
"183",0,0.3,0.02,50,3,0,0,2,0,5,0.3,0,0.3
"184",0,0.3,0.02,50,3,0,0,1,0,4,0.3,0,0.3
"185",0,0.3,0.02,50,3,0,0,2,0,5,0.3,0,0.3
"186",0,0.3,0.02,50,3,0,0,3,0,6,0.3,0,0.3
"187",0,0.3,0.02,50,4,0,0,3,0,7,0.3,0,0.3
"188",0,0.3,0.02,50,1,0,0,0,0,1,0.3,0,0.3
"189",0,0.3,0.02,50,0,0,0,2,0,2,0.3,0,0.3
"190",0,0.3,0.02,50,2,0,0,3,0,5,0.3,0,0.3
"191",0,0.3,0.02,50,2,0,0,2,0,4,0.3,0,0.3
"192",0,0.3,0.02,50,4,0,0,0,0,4,0.3,0,0.3
"193",0,0.3,0.02,50,1,0,0,0,0,1,0.3,0,0.3
"194",0,0.3,0.02,50,2,0,0,2,0,4,0.3,0,0.3
"195",0,0.3,0.04,50,5,0,0,9,0,14,0.3,0,0.3
"196",0,0.3,0.04,50,2,0,0,0,0,2,0.3,0,0.3
"197",0,0.3,0.04,50,5,0,0,3,0,8,0.3,0,0.3
"198",0,0.3,0.04,50,3,0,0,2,0,5,0.3,0,0.3
"199",0,0.3,0.04,50,2,0,0,5,0,7,0.3,0,0.3
"200",0,0.3,0.04,50,2,0,0,1,0,3,0.3,0,0.3
"201",0,0.3,0.04,50,4,0,0,2,0,6,0.3,0,0.3
"202",0,0.3,0.04,50,4,0,0,5,0,9,0.3,0,0.3
"203",0,0.3,0.04,50,1,0,0,1,0,2,0.3,0,0.3
"204",0,0.3,0.04,50,0,0,0,2,0,2,0.3,0,0.3
"205",0,0.3,0.04,50,3,0,0,3,0,6,0.3,0,0.3
"206",0,0.3,0.04,50,4,0,0,1,0,5,0.3,0,0.3
"207",0,0.3,0.04,50,2,0,0,1,0,3,0.3,0,0.3
"208",0,0.3,0.04,50,3,0,0,1,0,4,0.3,0,0.3
"209",0,0.3,0.04,50,3,0,0,3,0,6,0.3,0,0.3
"210",0,0.3,0.04,50,3,0,0,5,0,8,0.3,0,0.3
"211",0,0.3,0.04,50,3,0,0,2,0,5,0.3,0,0.3
"212",0,0.3,0.04,50,3,0,0,0,0,3,0.3,0,0.3
"213",0,0.3,0.04,50,5,0,0,4,0,9,0.3,0,0.3
"214",0,0.3,0.04,50,8,0,0,3,0,11,0.3,0,0.3
"215",0.2,0.4,0.005,50,0,0,0,1,0,1,0.6,0.5,0.2
"216",0.2,0.4,0.005,50,1,1,0,0,1,1,0.6,0.5,0.2
"217",0.2,0.4,0.005,50,0,0,0,1,0,1,0.6,0.5,0.2
"218",0.2,0.4,0.005,50,0,0,1,0,0,1,0.6,0.5,0.2
"219",0.2,0.4,0.005,50,1,0,0,1,0,2,0.6,0.5,0.2
"220",0.2,0.4,0.005,50,0,0,1,1,0,2,0.6,0.5,0.2
"221",0.2,0.4,0.005,50,0,0,0,1,0,1,0.6,0.5,0.2
"222",0.2,0.4,0.005,50,0,1,0,0,1,0,0.6,0.5,0.2
"223",0.2,0.4,0.005,50,0,0,0,1,0,1,0.6,0.5,0.2
"224",0.2,0.4,0.005,50,0,1,0,0,1,0,0.6,0.5,0.2
"225",0.2,0.4,0.005,50,1,0,0,1,0,2,0.6,0.5,0.2
"226",0.2,0.4,0.005,50,0,1,2,2,1,4,0.6,0.5,0.2
"227",0.2,0.4,0.01,50,0,3,0,2,3,2,0.6,0.5,0.2
"228",0.2,0.4,0.01,50,0,0,0,2,0,2,0.6,0.5,0.2
"229",0.2,0.4,0.01,50,1,1,0,0,1,1,0.6,0.5,0.2
"230",0.2,0.4,0.01,50,1,0,0,0,0,1,0.6,0.5,0.2
"231",0.2,0.4,0.01,50,0,1,0,2,1,2,0.6,0.5,0.2
"232",0.2,0.4,0.01,50,0,1,0,2,1,2,0.6,0.5,0.2
"233",0.2,0.4,0.01,50,0,3,3,0,3,3,0.6,0.5,0.2
"234",0.2,0.4,0.01,50,0,0,0,2,0,2,0.6,0.5,0.2
"235",0.2,0.4,0.01,50,0,1,0,0,1,0,0.6,0.5,0.2
"236",0.2,0.4,0.01,50,1,1,0,1,1,2,0.6,0.5,0.2
"237",0.2,0.4,0.01,50,1,0,0,1,0,2,0.6,0.5,0.2
"238",0.2,0.4,0.01,50,1,0,0,0,0,1,0.6,0.5,0.2
"239",0.2,0.4,0.01,50,2,1,0,1,1,3,0.6,0.5,0.2
"240",0.2,0.4,0.01,50,1,0,0,1,0,2,0.6,0.5,0.2
"241",0.2,0.4,0.01,50,1,0,0,1,0,2,0.6,0.5,0.2
"242",0.2,0.4,0.01,50,1,2,2,1,2,4,0.6,0.5,0.2
"243",0.2,0.4,0.01,50,0,1,1,0,1,1,0.6,0.5,0.2
"244",0.2,0.4,0.01,50,2,0,0,1,0,3,0.6,0.5,0.2
"245",0.2,0.4,0.01,50,1,0,0,0,0,1,0.6,0.5,0.2
"246",0.2,0.4,0.02,50,4,0,0,1,0,5,0.6,0.5,0.2
"247",0.2,0.4,0.02,50,2,2,0,1,2,3,0.6,0.5,0.2
"248",0.2,0.4,0.02,50,1,3,1,2,3,4,0.6,0.5,0.2
"249",0.2,0.4,0.02,50,2,4,1,4,4,7,0.6,0.5,0.2
"250",0.2,0.4,0.02,50,0,1,0,4,1,4,0.6,0.5,0.2
"251",0.2,0.4,0.02,50,2,1,1,3,1,6,0.6,0.5,0.2
"252",0.2,0.4,0.02,50,1,2,1,0,2,2,0.6,0.5,0.2
"253",0.2,0.4,0.02,50,0,1,0,4,1,4,0.6,0.5,0.2
"254",0.2,0.4,0.02,50,3,1,0,3,1,6,0.6,0.5,0.2
"255",0.2,0.4,0.02,50,1,2,0,2,2,3,0.6,0.5,0.2
"256",0.2,0.4,0.02,50,1,4,0,3,4,4,0.6,0.5,0.2
"257",0.2,0.4,0.02,50,0,1,0,4,1,4,0.6,0.5,0.2
"258",0.2,0.4,0.02,50,1,1,0,0,1,1,0.6,0.5,0.2
"259",0.2,0.4,0.02,50,0,0,0,4,0,4,0.6,0.5,0.2
"260",0.2,0.4,0.02,50,0,1,0,3,1,3,0.6,0.5,0.2
"261",0.2,0.4,0.02,50,0,0,0,3,0,3,0.6,0.5,0.2
"262",0.2,0.4,0.02,50,0,2,1,1,2,2,0.6,0.5,0.2
"263",0.2,0.4,0.02,50,2,1,0,2,1,4,0.6,0.5,0.2
"264",0.2,0.4,0.02,50,2,1,0,0,1,2,0.6,0.5,0.2
"265",0.2,0.4,0.02,50,1,2,1,3,2,5,0.6,0.5,0.2
"266",0.2,0.4,0.04,50,1,3,0,1,3,2,0.6,0.5,0.2
"267",0.2,0.4,0.04,50,0,0,1,2,0,3,0.6,0.5,0.2
"268",0.2,0.4,0.04,50,4,3,5,10,3,19,0.6,0.5,0.2
"269",0.2,0.4,0.04,50,4,0,0,4,0,8,0.6,0.5,0.2
"270",0.2,0.4,0.04,50,1,4,0,5,4,6,0.6,0.5,0.2
"271",0.2,0.4,0.04,50,5,5,1,3,5,9,0.6,0.5,0.2
"272",0.2,0.4,0.04,50,3,3,1,6,3,10,0.6,0.5,0.2
"273",0.2,0.4,0.04,50,3,8,0,4,8,7,0.6,0.5,0.2
"274",0.2,0.4,0.04,50,2,3,0,4,3,6,0.6,0.5,0.2
"275",0.2,0.4,0.04,50,2,2,2,4,2,8,0.6,0.5,0.2
"276",0.2,0.4,0.04,50,5,2,0,2,2,7,0.6,0.5,0.2
"277",0.2,0.4,0.04,50,2,2,1,4,2,7,0.6,0.5,0.2
"278",0.2,0.4,0.04,50,1,3,0,1,3,2,0.6,0.5,0.2
"279",0.2,0.4,0.04,50,1,4,0,3,4,4,0.6,0.5,0.2
"280",0.2,0.4,0.04,50,1,2,0,6,2,7,0.6,0.5,0.2
"281",0.2,0.4,0.04,50,1,4,0,6,4,7,0.6,0.5,0.2
"282",0.2,0.4,0.04,50,1,2,0,6,2,7,0.6,0.5,0.2
"283",0.2,0.4,0.04,50,8,7,0,5,7,13,0.6,0.5,0.2
"284",0.2,0.4,0.04,50,2,3,0,7,3,9,0.6,0.5,0.2
"285",0.2,0.4,0.04,50,3,2,3,1,2,7,0.6,0.5,0.2
"286",0.1,0.4,0.005,50,0,0,0,1,0,1,0.5,0.25,0.3
"287",0.1,0.4,0.005,50,1,0,0,0,0,1,0.5,0.25,0.3
"288",0.1,0.4,0.005,50,0,0,0,1,0,1,0.5,0.25,0.3
"289",0.1,0.4,0.005,50,0,0,0,1,0,1,0.5,0.25,0.3
"290",0.1,0.4,0.005,50,0,0,0,1,0,1,0.5,0.25,0.3
"291",0.1,0.4,0.005,50,0,0,0,2,0,2,0.5,0.25,0.3
"292",0.1,0.4,0.005,50,1,0,0,0,0,1,0.5,0.25,0.3
"293",0.1,0.4,0.005,50,1,0,0,0,0,1,0.5,0.25,0.3
"294",0.1,0.4,0.005,50,0,0,0,1,0,1,0.5,0.25,0.3
"295",0.1,0.4,0.005,50,0,0,0,1,0,1,0.5,0.25,0.3
"296",0.1,0.4,0.005,50,0,0,0,1,0,1,0.5,0.25,0.3
"297",0.1,0.4,0.005,50,1,0,0,0,0,1,0.5,0.25,0.3
"298",0.1,0.4,0.005,50,1,0,0,0,0,1,0.5,0.25,0.3
"299",0.1,0.4,0.005,50,0,0,0,2,0,2,0.5,0.25,0.3
"300",0.1,0.4,0.005,50,1,0,0,1,0,2,0.5,0.25,0.3
"301",0.1,0.4,0.01,50,0,0,0,1,0,1,0.5,0.25,0.3
"302",0.1,0.4,0.01,50,1,0,0,0,0,1,0.5,0.25,0.3
"303",0.1,0.4,0.01,50,1,0,0,0,0,1,0.5,0.25,0.3
"304",0.1,0.4,0.01,50,1,0,0,0,0,1,0.5,0.25,0.3
"305",0.1,0.4,0.01,50,0,1,0,0,1,0,0.5,0.25,0.3
"306",0.1,0.4,0.01,50,3,0,0,1,0,4,0.5,0.25,0.3
"307",0.1,0.4,0.01,50,1,1,0,1,1,2,0.5,0.25,0.3
"308",0.1,0.4,0.01,50,1,1,0,0,1,1,0.5,0.25,0.3
"309",0.1,0.4,0.01,50,0,1,0,4,1,4,0.5,0.25,0.3
"310",0.1,0.4,0.01,50,0,0,0,1,0,1,0.5,0.25,0.3
"311",0.1,0.4,0.01,50,1,0,0,2,0,3,0.5,0.25,0.3
"312",0.1,0.4,0.01,50,0,0,0,1,0,1,0.5,0.25,0.3
"313",0.1,0.4,0.01,50,1,0,0,0,0,1,0.5,0.25,0.3
"314",0.1,0.4,0.01,50,2,0,0,1,0,3,0.5,0.25,0.3
"315",0.1,0.4,0.01,50,0,0,0,1,0,1,0.5,0.25,0.3
"316",0.1,0.4,0.01,50,0,0,0,2,0,2,0.5,0.25,0.3
"317",0.1,0.4,0.02,50,0,0,0,3,0,3,0.5,0.25,0.3
"318",0.1,0.4,0.02,50,2,0,0,2,0,4,0.5,0.25,0.3
"319",0.1,0.4,0.02,50,1,0,0,0,0,1,0.5,0.25,0.3
"320",0.1,0.4,0.02,50,1,0,0,1,0,2,0.5,0.25,0.3
"321",0.1,0.4,0.02,50,1,1,0,1,1,2,0.5,0.25,0.3
"322",0.1,0.4,0.02,50,4,0,0,1,0,5,0.5,0.25,0.3
"323",0.1,0.4,0.02,50,0,1,0,0,1,0,0.5,0.25,0.3
"324",0.1,0.4,0.02,50,3,0,0,0,0,3,0.5,0.25,0.3
"325",0.1,0.4,0.02,50,2,0,0,2,0,4,0.5,0.25,0.3
"326",0.1,0.4,0.02,50,0,1,0,1,1,1,0.5,0.25,0.3
"327",0.1,0.4,0.02,50,1,0,0,1,0,2,0.5,0.25,0.3
"328",0.1,0.4,0.02,50,3,2,0,1,2,4,0.5,0.25,0.3
"329",0.1,0.4,0.02,50,2,2,0,1,2,3,0.5,0.25,0.3
"330",0.1,0.4,0.02,50,1,0,0,2,0,3,0.5,0.25,0.3
"331",0.1,0.4,0.02,50,2,0,0,1,0,3,0.5,0.25,0.3
