"","mu","lambda","psi","ntip","surviving_terminal","extinct_terminal","extinct_internal","surviving_internal","m","k","turnover","ef","netdiv"
"2445",0,0.4,0.04,500,25,0,0,36,0,61,0.4,0,0.4
"2446",0,0.4,0.04,500,22,0,0,21,0,43,0.4,0,0.4
"2447",0,0.4,0.04,500,24,0,0,25,0,49,0.4,0,0.4
"2448",0,0.4,0.04,500,28,0,0,28,0,56,0.4,0,0.4
"2449",0,0.4,0.04,500,27,0,0,30,0,57,0.4,0,0.4
"2450",0,0.4,0.04,500,21,0,0,28,0,49,0.4,0,0.4
"2451",0,0.4,0.04,500,32,0,0,17,0,49,0.4,0,0.4
"2452",0,0.4,0.04,500,26,0,0,31,0,57,0.4,0,0.4
"2453",0,0.4,0.04,500,21,0,0,28,0,49,0.4,0,0.4
"2454",0,0.4,0.04,500,33,0,0,22,0,55,0.4,0,0.4
"2455",0,0.4,0.04,500,21,0,0,25,0,46,0.4,0,0.4
"2456",0,0.4,0.04,500,21,0,0,33,0,54,0.4,0,0.4
"2457",0,0.4,0.04,500,20,0,0,23,0,43,0.4,0,0.4
"2458",0,0.4,0.04,500,20,0,0,25,0,45,0.4,0,0.4
"2459",0.2,0.5,0.005,500,4,1,0,5,1,9,0.7,0.4,0.3
"2460",0.2,0.5,0.005,500,1,2,0,5,2,6,0.7,0.4,0.3
"2461",0.2,0.5,0.005,500,3,2,1,3,2,7,0.7,0.4,0.3
"2462",0.2,0.5,0.005,500,3,2,0,3,2,6,0.7,0.4,0.3
"2463",0.2,0.5,0.005,500,1,2,1,7,2,9,0.7,0.4,0.3
"2464",0.2,0.5,0.005,500,1,1,0,2,1,3,0.7,0.4,0.3
"2465",0.2,0.5,0.005,500,3,0,2,2,0,7,0.7,0.4,0.3
"2466",0.2,0.5,0.005,500,2,2,0,5,2,7,0.7,0.4,0.3
"2467",0.2,0.5,0.005,500,3,1,0,5,1,8,0.7,0.4,0.3
"2468",0.2,0.5,0.005,500,4,1,1,4,1,9,0.7,0.4,0.3
"2469",0.2,0.5,0.005,500,1,1,0,4,1,5,0.7,0.4,0.3
"2470",0.2,0.5,0.005,500,2,2,0,0,2,2,0.7,0.4,0.3
"2471",0.2,0.5,0.005,500,9,2,0,3,2,12,0.7,0.4,0.3
"2472",0.2,0.5,0.005,500,2,4,0,7,4,9,0.7,0.4,0.3
"2473",0.2,0.5,0.005,500,3,1,0,5,1,8,0.7,0.4,0.3
"2474",0.2,0.5,0.005,500,2,3,0,4,3,6,0.7,0.4,0.3
"2475",0.2,0.5,0.005,500,2,1,0,4,1,6,0.7,0.4,0.3
"2476",0.2,0.5,0.005,500,0,2,0,7,2,7,0.7,0.4,0.3
"2477",0.2,0.5,0.005,500,4,2,0,6,2,10,0.7,0.4,0.3
"2478",0.2,0.5,0.005,500,3,3,0,7,3,10,0.7,0.4,0.3
"2479",0.2,0.5,0.01,500,6,1,0,9,1,15,0.7,0.4,0.3
"2480",0.2,0.5,0.01,500,8,2,2,7,2,17,0.7,0.4,0.3
"2481",0.2,0.5,0.01,500,4,8,0,10,8,14,0.7,0.4,0.3
"2482",0.2,0.5,0.01,500,8,3,0,4,3,12,0.7,0.4,0.3
"2483",0.2,0.5,0.01,500,9,4,0,7,4,16,0.7,0.4,0.3
"2484",0.2,0.5,0.01,500,3,0,0,11,0,14,0.7,0.4,0.3
"2485",0.2,0.5,0.01,500,3,6,1,11,6,15,0.7,0.4,0.3
"2486",0.2,0.5,0.01,500,5,3,0,9,3,14,0.7,0.4,0.3
"2487",0.2,0.5,0.01,500,4,3,2,12,3,18,0.7,0.4,0.3
"2488",0.2,0.5,0.01,500,8,4,1,11,4,20,0.7,0.4,0.3
"2489",0.2,0.5,0.01,500,6,3,0,6,3,12,0.7,0.4,0.3
"2490",0.2,0.5,0.01,500,2,4,1,14,4,17,0.7,0.4,0.3
"2491",0.2,0.5,0.01,500,3,3,0,8,3,11,0.7,0.4,0.3
"2492",0.2,0.5,0.01,500,8,4,0,11,4,19,0.7,0.4,0.3
"2493",0.2,0.5,0.01,500,7,3,0,5,3,12,0.7,0.4,0.3
"2494",0.2,0.5,0.01,500,2,4,0,5,4,7,0.7,0.4,0.3
"2495",0.2,0.5,0.01,500,5,2,1,10,2,16,0.7,0.4,0.3
"2496",0.2,0.5,0.01,500,7,3,0,5,3,12,0.7,0.4,0.3
"2497",0.2,0.5,0.01,500,5,2,1,14,2,20,0.7,0.4,0.3
"2498",0.2,0.5,0.01,500,4,5,0,4,5,8,0.7,0.4,0.3
"2499",0.2,0.5,0.02,500,7,4,0,15,4,22,0.7,0.4,0.3
"2500",0.2,0.5,0.02,500,5,9,2,11,9,18,0.7,0.4,0.3
"2501",0.2,0.5,0.02,500,13,5,1,10,5,24,0.7,0.4,0.3
"2502",0.2,0.5,0.02,500,8,10,0,14,10,22,0.7,0.4,0.3
"2503",0.2,0.5,0.02,500,8,7,3,17,7,28,0.7,0.4,0.3
"2504",0.2,0.5,0.02,500,9,5,3,9,5,21,0.7,0.4,0.3
"2505",0.2,0.5,0.02,500,17,5,1,9,5,27,0.7,0.4,0.3
"2506",0.2,0.5,0.02,500,13,12,1,16,12,30,0.7,0.4,0.3
"2507",0.2,0.5,0.02,500,15,10,2,18,10,35,0.7,0.4,0.3
"2508",0.2,0.5,0.02,500,11,8,2,19,8,32,0.7,0.4,0.3
"2509",0.2,0.5,0.02,500,10,3,0,9,3,19,0.7,0.4,0.3
"2510",0.2,0.5,0.02,500,10,6,1,21,6,32,0.7,0.4,0.3
"2511",0.2,0.5,0.02,500,11,5,1,16,5,28,0.7,0.4,0.3
"2512",0.2,0.5,0.02,500,9,5,1,14,5,24,0.7,0.4,0.3
"2513",0.2,0.5,0.02,500,10,3,0,18,3,28,0.7,0.4,0.3
"2514",0.2,0.5,0.02,500,12,8,0,12,8,24,0.7,0.4,0.3
"2515",0.2,0.5,0.02,500,9,5,0,18,5,27,0.7,0.4,0.3
"2516",0.2,0.5,0.02,500,11,8,2,18,8,31,0.7,0.4,0.3
"2517",0.2,0.5,0.02,500,14,5,0,27,5,41,0.7,0.4,0.3
"2518",0.2,0.5,0.02,500,8,10,2,16,10,26,0.7,0.4,0.3
"2519",0.2,0.5,0.04,500,21,15,4,34,15,59,0.7,0.4,0.3
"2520",0.2,0.5,0.04,500,13,12,3,27,12,43,0.7,0.4,0.3
"2521",0.2,0.5,0.04,500,20,19,1,34,19,55,0.7,0.4,0.3
"2522",0.2,0.5,0.04,500,17,15,0,35,15,52,0.7,0.4,0.3
"2523",0.2,0.5,0.04,500,11,14,0,23,14,34,0.7,0.4,0.3
"2524",0.2,0.5,0.04,500,23,19,1,34,19,58,0.7,0.4,0.3
"2525",0.2,0.5,0.04,500,19,14,0,32,14,51,0.7,0.4,0.3
"2526",0.2,0.5,0.04,500,22,11,3,25,11,50,0.7,0.4,0.3
"2527",0.2,0.5,0.04,500,22,10,3,28,10,53,0.7,0.4,0.3
"2528",0.2,0.5,0.04,500,24,14,4,43,14,71,0.7,0.4,0.3
"2529",0.2,0.5,0.04,500,21,16,4,33,16,58,0.7,0.4,0.3
"2530",0.2,0.5,0.04,500,16,7,0,33,7,49,0.7,0.4,0.3
"2531",0.2,0.5,0.04,500,16,15,2,22,15,40,0.7,0.4,0.3
"2532",0.2,0.5,0.04,500,25,15,3,41,15,69,0.7,0.4,0.3
"2533",0.2,0.5,0.04,500,16,9,1,21,9,38,0.7,0.4,0.3
"2534",0.2,0.5,0.04,500,20,13,6,36,13,62,0.7,0.4,0.3
"2535",0.2,0.5,0.04,500,15,13,0,28,13,43,0.7,0.4,0.3
"2536",0.2,0.5,0.04,500,15,13,2,29,13,46,0.7,0.4,0.3
"2537",0.2,0.5,0.04,500,24,13,3,40,13,67,0.7,0.4,0.3
"2538",0.2,0.5,0.04,500,23,5,3,27,5,53,0.7,0.4,0.3
"2539",0.1,0.5,0.005,500,4,1,0,2,1,6,0.6,0.2,0.4
"2540",0.1,0.5,0.005,500,6,0,0,2,0,8,0.6,0.2,0.4
"2541",0.1,0.5,0.005,500,2,3,0,2,3,4,0.6,0.2,0.4
"2542",0.1,0.5,0.005,500,4,1,0,5,1,9,0.6,0.2,0.4
"2543",0.1,0.5,0.005,500,0,0,0,2,0,2,0.6,0.2,0.4
"2544",0.1,0.5,0.005,500,7,1,0,4,1,11,0.6,0.2,0.4
"2545",0.1,0.5,0.005,500,3,1,1,6,1,10,0.6,0.2,0.4
"2546",0.1,0.5,0.005,500,3,1,0,5,1,8,0.6,0.2,0.4
"2547",0.1,0.5,0.005,500,2,0,0,2,0,4,0.6,0.2,0.4
"2548",0.1,0.5,0.005,500,2,0,0,1,0,3,0.6,0.2,0.4
"2549",0.1,0.5,0.005,500,4,0,0,2,0,6,0.6,0.2,0.4
"2550",0.1,0.5,0.005,500,2,1,0,4,1,6,0.6,0.2,0.4
"2551",0.1,0.5,0.005,500,1,0,0,1,0,2,0.6,0.2,0.4
"2552",0.1,0.5,0.005,500,2,2,0,6,2,8,0.6,0.2,0.4
"2553",0.1,0.5,0.005,500,3,0,0,3,0,6,0.6,0.2,0.4
"2554",0.1,0.5,0.005,500,2,1,0,1,1,3,0.6,0.2,0.4
"2555",0.1,0.5,0.005,500,1,0,0,6,0,7,0.6,0.2,0.4
"2556",0.1,0.5,0.005,500,1,0,0,3,0,4,0.6,0.2,0.4
"2557",0.1,0.5,0.005,500,4,1,0,4,1,8,0.6,0.2,0.4
"2558",0.1,0.5,0.005,500,2,1,0,3,1,5,0.6,0.2,0.4
"2559",0.1,0.5,0.01,500,3,1,0,3,1,6,0.6,0.2,0.4
"2560",0.1,0.5,0.01,500,3,1,0,8,1,11,0.6,0.2,0.4
"2561",0.1,0.5,0.01,500,1,2,0,7,2,8,0.6,0.2,0.4
"2562",0.1,0.5,0.01,500,4,0,0,11,0,15,0.6,0.2,0.4
"2563",0.1,0.5,0.01,500,4,2,0,9,2,13,0.6,0.2,0.4
"2564",0.1,0.5,0.01,500,4,2,0,8,2,12,0.6,0.2,0.4
"2565",0.1,0.5,0.01,500,1,2,0,8,2,9,0.6,0.2,0.4
"2566",0.1,0.5,0.01,500,5,1,0,5,1,10,0.6,0.2,0.4
"2567",0.1,0.5,0.01,500,4,0,0,3,0,7,0.6,0.2,0.4
"2568",0.1,0.5,0.01,500,5,0,0,7,0,12,0.6,0.2,0.4
"2569",0.1,0.5,0.01,500,4,1,0,6,1,10,0.6,0.2,0.4
"2570",0.1,0.5,0.01,500,7,0,0,5,0,12,0.6,0.2,0.4
"2571",0.1,0.5,0.01,500,6,1,0,10,1,16,0.6,0.2,0.4
"2572",0.1,0.5,0.01,500,3,2,0,4,2,7,0.6,0.2,0.4
"2573",0.1,0.5,0.01,500,10,2,0,11,2,21,0.6,0.2,0.4
"2574",0.1,0.5,0.01,500,2,1,0,3,1,5,0.6,0.2,0.4
"2575",0.1,0.5,0.01,500,6,0,0,6,0,12,0.6,0.2,0.4
"2576",0.1,0.5,0.01,500,6,1,1,4,1,11,0.6,0.2,0.4
"2577",0.1,0.5,0.01,500,2,1,0,4,1,6,0.6,0.2,0.4
"2578",0.1,0.5,0.01,500,6,0,0,4,0,10,0.6,0.2,0.4
"2579",0.1,0.5,0.02,500,9,1,0,19,1,28,0.6,0.2,0.4
"2580",0.1,0.5,0.02,500,12,5,0,14,5,26,0.6,0.2,0.4
"2581",0.1,0.5,0.02,500,10,3,0,12,3,22,0.6,0.2,0.4
"2582",0.1,0.5,0.02,500,12,3,1,15,3,28,0.6,0.2,0.4
"2583",0.1,0.5,0.02,500,6,2,0,14,2,20,0.6,0.2,0.4
"2584",0.1,0.5,0.02,500,11,3,0,9,3,20,0.6,0.2,0.4
"2585",0.1,0.5,0.02,500,9,0,0,11,0,20,0.6,0.2,0.4
"2586",0.1,0.5,0.02,500,11,1,0,12,1,23,0.6,0.2,0.4
"2587",0.1,0.5,0.02,500,10,2,0,11,2,21,0.6,0.2,0.4
"2588",0.1,0.5,0.02,500,10,0,0,14,0,24,0.6,0.2,0.4
"2589",0.1,0.5,0.02,500,16,6,0,16,6,32,0.6,0.2,0.4
"2590",0.1,0.5,0.02,500,9,0,1,10,0,20,0.6,0.2,0.4
"2591",0.1,0.5,0.02,500,8,2,1,16,2,25,0.6,0.2,0.4
"2592",0.1,0.5,0.02,500,8,1,0,13,1,21,0.6,0.2,0.4
"2593",0.1,0.5,0.02,500,8,1,0,13,1,21,0.6,0.2,0.4
"2594",0.1,0.5,0.02,500,8,1,0,12,1,20,0.6,0.2,0.4
"2595",0.1,0.5,0.02,500,3,2,0,15,2,18,0.6,0.2,0.4
"2596",0.1,0.5,0.02,500,13,4,2,9,4,24,0.6,0.2,0.4
"2597",0.1,0.5,0.02,500,9,3,0,13,3,22,0.6,0.2,0.4
"2598",0.1,0.5,0.02,500,12,0,0,13,0,25,0.6,0.2,0.4
"2599",0.1,0.5,0.04,500,26,5,3,35,5,64,0.6,0.2,0.4
"2600",0.1,0.5,0.04,500,21,4,3,31,4,55,0.6,0.2,0.4
"2601",0.1,0.5,0.04,500,21,3,0,21,3,42,0.6,0.2,0.4
"2602",0.1,0.5,0.04,500,26,5,0,35,5,61,0.6,0.2,0.4
"2603",0.1,0.5,0.04,500,17,3,0,22,3,39,0.6,0.2,0.4
"2604",0.1,0.5,0.04,500,20,5,0,24,5,44,0.6,0.2,0.4
"2605",0.1,0.5,0.04,500,22,15,0,23,15,45,0.6,0.2,0.4
"2606",0.1,0.5,0.04,500,22,5,0,25,5,47,0.6,0.2,0.4
"2607",0.1,0.5,0.04,500,21,7,0,15,7,36,0.6,0.2,0.4
"2608",0.1,0.5,0.04,500,18,4,1,27,4,46,0.6,0.2,0.4
"2609",0.1,0.5,0.04,500,16,2,0,31,2,47,0.6,0.2,0.4
"2610",0.1,0.5,0.04,500,24,2,0,22,2,46,0.6,0.2,0.4
"2611",0.1,0.5,0.04,500,22,3,1,22,3,45,0.6,0.2,0.4
"2612",0.1,0.5,0.04,500,23,5,0,20,5,43,0.6,0.2,0.4
"2613",0.1,0.5,0.04,500,17,8,0,19,8,36,0.6,0.2,0.4
"2614",0.1,0.5,0.04,500,19,8,0,21,8,40,0.6,0.2,0.4
"2615",0.1,0.5,0.04,500,29,2,0,22,2,51,0.6,0.2,0.4
"2616",0.1,0.5,0.04,500,16,7,0,29,7,45,0.6,0.2,0.4
"2617",0.1,0.5,0.04,500,20,8,0,21,8,41,0.6,0.2,0.4
"2618",0.1,0.5,0.04,500,13,8,1,20,8,34,0.6,0.2,0.4
"2619",0,0.5,0.005,500,1,0,0,5,0,6,0.5,0,0.5
"2620",0,0.5,0.005,500,1,0,0,0,0,1,0.5,0,0.5
"2621",0,0.5,0.005,500,4,0,0,2,0,6,0.5,0,0.5
"2622",0,0.5,0.005,500,4,0,0,3,0,7,0.5,0,0.5
"2623",0,0.5,0.005,500,3,0,0,3,0,6,0.5,0,0.5
"2624",0,0.5,0.005,500,3,0,0,4,0,7,0.5,0,0.5
"2625",0,0.5,0.005,500,5,0,0,4,0,9,0.5,0,0.5
"2626",0,0.5,0.005,500,3,0,0,6,0,9,0.5,0,0.5
"2627",0,0.5,0.005,500,3,0,0,2,0,5,0.5,0,0.5
"2628",0,0.5,0.005,500,5,0,0,2,0,7,0.5,0,0.5
"2629",0,0.5,0.005,500,0,0,0,6,0,6,0.5,0,0.5
"2630",0,0.5,0.005,500,4,0,0,2,0,6,0.5,0,0.5
"2631",0,0.5,0.005,500,5,0,0,4,0,9,0.5,0,0.5
"2632",0,0.5,0.005,500,2,0,0,1,0,3,0.5,0,0.5
"2633",0,0.5,0.005,500,1,0,0,3,0,4,0.5,0,0.5
"2634",0,0.5,0.005,500,6,0,0,1,0,7,0.5,0,0.5
"2635",0,0.5,0.005,500,5,0,0,4,0,9,0.5,0,0.5
"2636",0,0.5,0.005,500,2,0,0,3,0,5,0.5,0,0.5
"2637",0,0.5,0.005,500,4,0,0,2,0,6,0.5,0,0.5
"2638",0,0.5,0.005,500,2,0,0,1,0,3,0.5,0,0.5
"2639",0,0.5,0.01,500,7,0,0,7,0,14,0.5,0,0.5
"2640",0,0.5,0.01,500,2,0,0,5,0,7,0.5,0,0.5
"2641",0,0.5,0.01,500,3,0,0,1,0,4,0.5,0,0.5
"2642",0,0.5,0.01,500,6,0,0,9,0,15,0.5,0,0.5
"2643",0,0.5,0.01,500,5,0,0,4,0,9,0.5,0,0.5
"2644",0,0.5,0.01,500,7,0,0,3,0,10,0.5,0,0.5
"2645",0,0.5,0.01,500,2,0,0,7,0,9,0.5,0,0.5
"2646",0,0.5,0.01,500,5,0,0,4,0,9,0.5,0,0.5
"2647",0,0.5,0.01,500,3,0,0,9,0,12,0.5,0,0.5
"2648",0,0.5,0.01,500,5,0,0,4,0,9,0.5,0,0.5
"2649",0,0.5,0.01,500,4,0,0,5,0,9,0.5,0,0.5
"2650",0,0.5,0.01,500,5,0,0,6,0,11,0.5,0,0.5
"2651",0,0.5,0.01,500,9,0,0,3,0,12,0.5,0,0.5
"2652",0,0.5,0.01,500,3,0,0,8,0,11,0.5,0,0.5
"2653",0,0.5,0.01,500,7,0,0,7,0,14,0.5,0,0.5
"2654",0,0.5,0.01,500,3,0,0,4,0,7,0.5,0,0.5
"2655",0,0.5,0.01,500,3,0,0,3,0,6,0.5,0,0.5
"2656",0,0.5,0.01,500,7,0,0,5,0,12,0.5,0,0.5
"2657",0,0.5,0.01,500,5,0,0,5,0,10,0.5,0,0.5
"2658",0,0.5,0.01,500,6,0,0,6,0,12,0.5,0,0.5
"2659",0,0.5,0.02,500,8,0,0,17,0,25,0.5,0,0.5
"2660",0,0.5,0.02,500,9,0,0,10,0,19,0.5,0,0.5
"2661",0,0.5,0.02,500,7,0,0,10,0,17,0.5,0,0.5
"2662",0,0.5,0.02,500,12,0,0,11,0,23,0.5,0,0.5
"2663",0,0.5,0.02,500,11,0,0,9,0,20,0.5,0,0.5
"2664",0,0.5,0.02,500,11,0,0,11,0,22,0.5,0,0.5
"2665",0,0.5,0.02,500,4,0,0,7,0,11,0.5,0,0.5
"2666",0,0.5,0.02,500,11,0,0,13,0,24,0.5,0,0.5
"2667",0,0.5,0.02,500,15,0,0,12,0,27,0.5,0,0.5
"2668",0,0.5,0.02,500,8,0,0,11,0,19,0.5,0,0.5
"2669",0,0.5,0.02,500,8,0,0,13,0,21,0.5,0,0.5
"2670",0,0.5,0.02,500,13,0,0,10,0,23,0.5,0,0.5
"2671",0,0.5,0.02,500,13,0,0,5,0,18,0.5,0,0.5
"2672",0,0.5,0.02,500,10,0,0,11,0,21,0.5,0,0.5
"2673",0,0.5,0.02,500,3,0,0,11,0,14,0.5,0,0.5
"2674",0,0.5,0.02,500,8,0,0,4,0,12,0.5,0,0.5
"2675",0,0.5,0.02,500,11,0,0,8,0,19,0.5,0,0.5
"2676",0,0.5,0.02,500,10,0,0,10,0,20,0.5,0,0.5
"2677",0,0.5,0.02,500,8,0,0,18,0,26,0.5,0,0.5
"2678",0,0.5,0.02,500,14,0,0,9,0,23,0.5,0,0.5
"2679",0,0.5,0.04,500,22,0,0,22,0,44,0.5,0,0.5
"2680",0,0.5,0.04,500,17,0,0,19,0,36,0.5,0,0.5
"2681",0,0.5,0.04,500,29,0,0,17,0,46,0.5,0,0.5
"2682",0,0.5,0.04,500,15,0,0,21,0,36,0.5,0,0.5
"2683",0,0.5,0.04,500,24,0,0,24,0,48,0.5,0,0.5
"2684",0,0.5,0.04,500,18,0,0,28,0,46,0.5,0,0.5
"2685",0,0.5,0.04,500,14,0,0,16,0,30,0.5,0,0.5
"2686",0,0.5,0.04,500,15,0,0,31,0,46,0.5,0,0.5
"2687",0,0.5,0.04,500,32,0,0,21,0,53,0.5,0,0.5
"2688",0,0.5,0.04,500,18,0,0,16,0,34,0.5,0,0.5
"2689",0,0.5,0.04,500,18,0,0,23,0,41,0.5,0,0.5
"2690",0,0.5,0.04,500,16,0,0,21,0,37,0.5,0,0.5
"2691",0,0.5,0.04,500,15,0,0,34,0,49,0.5,0,0.5
"2692",0,0.5,0.04,500,20,0,0,22,0,42,0.5,0,0.5
"2693",0,0.5,0.04,500,18,0,0,24,0,42,0.5,0,0.5
"2694",0,0.5,0.04,500,24,0,0,21,0,45,0.5,0,0.5
"2695",0,0.5,0.04,500,17,0,0,24,0,41,0.5,0,0.5
"2696",0,0.5,0.04,500,20,0,0,13,0,33,0.5,0,0.5
"2697",0,0.5,0.04,500,17,0,0,18,0,35,0.5,0,0.5
"2698",0,0.5,0.04,500,10,0,0,23,0,33,0.5,0,0.5
