"","true.psi","misse","mean_turnover_error1","median_turnover_error1","var_turnover1","mean_turnover_error2","median_turnover_error2","var_turnover2","mean_eps_error1","median_eps_error1","var_eps1","mean_eps_error2","median_eps_error2","var_eps2","mean_netdiv_error1","median_netdiv_error1","var_netdiv1","mean_netdiv_error2","median_netdiv_error2","var_netdiv2","m_prop_median","m_median","k_prop_median","k_median","mean.psi.error","median.psi.error","var.psi"
"1",0.01,"extant",-0.0327181002173246,-0.0375089544690775,0.00896465755535017,0.258125480662668,0.065141101947365,1.11123904303178,-0.0217267436058233,0.00145684831538101,0.0159458133781074,0.0654464387435955,0.067899753613376,0.00948970747942902,-0.00216451781316508,-0.00594500290127959,0.000430917564462254,-0.036767240287454,-0.0105111163780647,0.0371724787069835,NA,NA,NA,NA,-0.01,-0.01,0
"2",0.01,"full_k",-0.0326008834122821,-0.0288869635219135,0.00656058534165959,0.210119139507096,0.0650612212953445,0.50623816293149,-0.0224647746955137,-0.00844493328273854,0.0107358746969505,0.0620743085424346,0.063559930357084,0.0089343802247177,-0.000524735641893365,-0.00149896873487154,0.000319489134106075,-0.0264281897466462,-0.00919678393172754,0.0113531692303102,0.0306317929470639,17.5,1,18,-0.000165645887636908,-0.00054045586428456,3.81964620424617e-06
"3",0.01,"half_k",0.0103147429484505,0.022665430820296,0.00822012812145132,0.174746241675016,0.120273572430811,0.243460788568279,0.0374111767684354,0.0425970739433085,0.00813254275355002,0.124197589954949,0.135964842869927,0.00670068404524019,-0.00748561556580837,-0.00812331197982789,0.000281017100418511,-0.0239893341059497,-0.021053682062377,0.00526884157033276,0.0306317929470639,17.5,0.5,9,-0.0035746072249701,-0.00348134726585576,1.291099648558e-06
"4",0.01,"strat_int",-0.119700034867013,-0.114404940924339,0.00919223416829183,0.153662874786339,0.0387571433892425,0.193810789867293,-0.105099758917246,-0.103311411186397,0.0263251140582041,0.0421570747051376,0.0403693388282825,0.0153858560295154,0.00348149831205067,0.00380472523207726,0.000563648891938518,-0.0197234356171999,-0.00741649240539369,0.00761968619343062,0.0306317929470639,17.5,NA,0,0.0013997692200599,0.0012878729315235,6.43928656930202e-06
"5",0.01,"zero_k",0.0540032458015896,0.071045069701006,0.0101711731961165,0.418840035307478,0.203618052016105,1.09383553895426,0.084818852626582,0.104856692689252,0.0102976896441251,0.195158122716401,0.204995312465365,0.0063946808987383,-0.0138347951731769,-0.0150488013092706,0.000301087714126104,-0.0405585525157276,-0.0362492470032423,0.00793356782729892,0.0306317929470639,17.5,0,0,-0.0064424972260887,-0.00648066364491941,6.45790959878207e-07
"6",0.05,"extant",-0.0317551142815939,-0.0362005686114425,0.00898101841509126,0.330373133761393,0.072765345718918,1.31950497465065,-0.0217968669231293,0.0074669406627495,0.0159535177163807,0.0685490603140832,0.06609155515319,0.00938105749407751,-0.00176107784639325,-0.00459715380128199,0.000436849478336432,-0.0514221770311406,-0.0104775641478429,0.0450274697145557,NA,NA,NA,NA,-0.05,-0.05,0
"7",0.05,"full_k",-0.0296155926400894,-0.0263744568815885,0.00276880600211946,0.128079712529437,0.0401687971564675,0.137693450289726,-0.0279933784927586,-0.022684016327439,0.0111072376683642,0.0634170884114934,0.05817751607841,0.00726409363662577,0.00297366048697368,0.000938535237895808,0.000354414345257606,-0.01862395197763,-0.0115938136457695,0.00191583949820426,0.128872141372141,70.5,1,105.5,-0.000140608793493672,-0.000749412037774254,2.41238215968467e-05
"8",0.05,"half_k",0.0575205816298168,0.0707402634257335,0.0071041592503593,0.478802972770088,0.151154246858238,3.68010361713374,0.0794791067744224,0.0885526127341389,0.00977635785065131,0.173519932604637,0.167909990690595,0.00486680382770825,-0.0104960259762669,-0.0115188166569472,0.000265679850319402,-0.0546007933747795,-0.0279588459196751,0.0218030033451786,0.128872141372141,70.5,0.5,52.5,-0.022119531675573,-0.0223812478699364,5.6619687916774e-06
"9",0.05,"strat_int",-0.146460506360732,-0.135127981034064,0.00343218721733525,0.12356450542888,-0.034082930049701,0.601308565349424,-0.133934207992814,-0.157686286557013,0.0415634451500128,0.039077176665397,0.00935511130217198,0.0233256817194888,0.0121208915238999,0.0132820778193063,0.000938015992177032,-0.0284697961846717,-0.00350979672013919,0.0267272984066126,0.128872141372141,70.5,NA,0,0.0150879736301396,0.0144028916815386,4.64182443551043e-05
"10",0.05,"zero_k",0.169485809561941,0.182394321786543,0.0183500801960296,2.11160460149694,1.04292378869021,4.72514798029698,0.240090184231476,0.238436285002107,0.0130859688566251,0.274578498387341,0.26200152420941,0.00272761843859953,-0.0414393975161604,-0.0425327615149004,0.000555193414530649,-0.0528020199476576,-0.0530553896867187,0.000549657376427333,0.128872141372141,70.5,0,0,-0.0415244838025431,-0.0409807099758994,3.94075274814357e-06
"11",0.1,"extant",-0.0333380508995341,-0.036200566912001,0.00890773869833238,0.233647918268063,0.068290069271071,0.834837090965631,-0.0177186118054315,0.00702561485173997,0.0142571414131473,0.0610296508463169,0.0660919318821605,0.00917467540005177,-0.00288097337193288,-0.00600473662364999,0.000355754448807135,-0.0300053890843969,-0.0101478355973439,0.0232720261033374,NA,NA,NA,NA,-0.1,-0.1,0
"12",0.1,"full_k",-0.0341748366393934,-0.0283926384416455,0.00216743373101487,0.0516614684792159,0.0192942360920275,0.0244918801889646,-0.0285391797066358,-0.0182883659199915,0.00816427841703608,0.0573647838661932,0.046337155027279,0.00754227414737902,0.00347332472363986,0.00112261046878526,0.000309551544074765,-0.0104903824943283,-0.00735310134951859,0.00144101721442738,0.220365623752078,123,1,228.5,-0.000280359016796831,-0.000503096919976853,4.27008263430866e-05
"13",0.1,"half_k",0.0692861252438964,0.0761416521777665,0.00604014334073308,0.181729274004327,0.161697110876466,0.0144063355822817,0.0938553824871695,0.100478431883501,0.0032326161190991,0.162696034325281,0.15532161536834,0.00530439075236744,-0.0136285429803484,-0.0149194734375275,0.000182042606286364,-0.0245009374221332,-0.0235702918851551,0.00040092979244552,0.220365623752078,123,0.5,114,-0.0473469443960199,-0.0475986859509156,1.03025231372661e-05
