mu	lambda	eps	turnover	netdiv	psi	ntip	m.type	k.type	k.ratio
0.014285714	0.285714286	0.05	0.3	0.271428571	0.05	200	0	44	1
0.014285714	0.285714286	0.05	0.3	0.271428571	0.05	200	2	27	0.931034483
0.014285714	0.285714286	0.05	0.3	0.271428571	0.05	200	0	32	1
0.014285714	0.285714286	0.05	0.3	0.271428571	0.05	200	0	29	1
0.014285714	0.285714286	0.05	0.3	0.271428571	0.05	200	1	35	0.972222222
0.014285714	0.285714286	0.05	0.3	0.271428571	0.05	200	2	28	0.933333333
0.014285714	0.285714286	0.05	0.3	0.271428571	0.05	200	0	27	1
0.014285714	0.285714286	0.05	0.3	0.271428571	0.05	200	2	43	0.955555556
0.014285714	0.285714286	0.05	0.3	0.271428571	0.05	200	0	43	1
0.014285714	0.285714286	0.05	0.3	0.271428571	0.05	200	2	42	0.954545455
0.014285714	0.285714286	0.05	0.3	0.271428571	0.05	200	0	32	1
0.014285714	0.285714286	0.05	0.3	0.271428571	0.05	200	1	35	0.972222222
0.014285714	0.285714286	0.05	0.3	0.271428571	0.05	200	1	41	0.976190476
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	1	29	0.966666667
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	1	29	0.966666667
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	0	32	1
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	0	29	1
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	0	28	1
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	0	21	1
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	1	26	0.962962963
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	1	50	0.980392157
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	0	24	1
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	1	30	0.967741935
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	0	23	1
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	0	18	1
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	1	20	0.952380952
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	1	25	0.961538462
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	1	30	0.967741935
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	0	27	1
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	0	30	1
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	0	23	1
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	3	37	0.925
0.019047619	0.380952381	0.05	0.4	0.361904762	0.05	200	0	27	1
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	0	23	1
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	0	16	1
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	0	18	1
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	0	20	1
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	0	24	1
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	0	20	1
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	2	19	0.904761905
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	2	17	0.894736842
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	0	19	1
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	0	13	1
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	1	25	0.961538462
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	0	22	1
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	1	22	0.956521739
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	0	18	1
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	0	17	1
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	1	20	0.952380952
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	1	22	0.956521739
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	0	24	1
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	0	22	1
0.023809524	0.476190476	0.05	0.5	0.452380952	0.05	200	0	20	1
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	0	11	1
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	0	20	1
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	0	9	1
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	1	14	0.933333333
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	1	14	0.933333333
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	0	14	1
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	0	24	1
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	0	20	1
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	2	23	0.92
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	1	11	0.916666667
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	0	14	1
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	0	20	1
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	0	20	1
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	0	22	1
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	0	29	1
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	1	17	0.944444444
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	1	16	0.941176471
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	1	23	0.958333333
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	1	22	0.956521739
0.028571429	0.571428571	0.05	0.6	0.542857143	0.05	200	0	15	1
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	2	15	0.882352941
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	0	11	1
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	1	6	0.857142857
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	0	15	1
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	0	10	1
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	1	12	0.923076923
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	0	11	1
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	1	16	0.941176471
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	0	15	1
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	1	16	0.941176471
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	0	12	1
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	2	14	0.875
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	0	14	1
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	0	6	1
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	0	19	1
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	0	17	1
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	1	17	0.944444444
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	1	17	0.944444444
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	0	17	1
0.033333333	0.666666667	0.05	0.7	0.633333333	0.05	200	0	16	1
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	0	11	1
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	1	10	0.909090909
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	0	12	1
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	0	19	1
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	1	15	0.9375
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	0	13	1
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	0	11	1
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	1	5	0.833333333
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	0	12	1
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	0	10	1
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	1	13	0.928571429
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	0	7	1
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	1	9	0.9
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	0	14	1
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	0	13	1
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	0	11	1
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	1	18	0.947368421
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	1	13	0.928571429
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	1	13	0.928571429
0.038095238	0.761904762	0.05	0.8	0.723809524	0.05	200	0	8	1
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	1	12	0.923076923
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	0	7	1
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	1	9	0.9
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	0	15	1
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	2	4	0.666666667
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	2	13	0.866666667
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	0	13	1
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	0	17	1
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	0	9	1
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	0	13	1
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	0	7	1
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	1	16	0.941176471
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	0	9	1
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	1	13	0.928571429
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	0	11	1
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	0	12	1
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	1	12	0.923076923
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	0	11	1
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	0	10	1
0.042857143	0.857142857	0.05	0.9	0.814285714	0.05	200	0	16	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	13	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	10	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	13	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	1	8	0.888888889
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	7	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	1	15	0.9375
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	15	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	12	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	11	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	1	8	0.888888889
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	13	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	18	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	13	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	1	16	0.941176471
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	13	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	12	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	12	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	1	9	0.9
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	16	1
0.047619048	0.952380952	0.05	1	0.904761905	0.05	200	0	6	1
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	10	122	0.924242424
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	5	130	0.962962963
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	9	136	0.937931034
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	5	121	0.96031746
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	13	133	0.910958904
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	3	101	0.971153846
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	6	118	0.951612903
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	13	136	0.912751678
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	10	108	0.915254237
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	4	125	0.968992248
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	7	119	0.944444444
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	7	136	0.951048951
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	8	120	0.9375
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	10	142	0.934210526
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	8	103	0.927927928
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	5	127	0.962121212
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	14	142	0.91025641
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	5	129	0.962686567
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	7	112	0.941176471
0.013043478	0.086956522	0.15	0.1	0.073913043	0.05	200	11	117	0.9140625
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	7	77	0.916666667
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	7	52	0.881355932
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	3	60	0.952380952
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	2	58	0.966666667
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	2	47	0.959183673
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	1	58	0.983050847
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	6	67	0.917808219
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	8	52	0.866666667
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	2	55	0.964912281
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	2	43	0.955555556
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	1	45	0.97826087
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	4	53	0.929824561
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	6	57	0.904761905
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	3	74	0.961038961
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	5	74	0.936708861
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	0	51	1
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	1	67	0.985294118
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	6	65	0.915492958
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	6	76	0.926829268
0.026086957	0.173913043	0.15	0.2	0.147826087	0.05	200	6	56	0.903225806
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	0	45	1
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	6	44	0.88
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	2	39	0.951219512
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	4	48	0.923076923
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	5	53	0.913793103
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	4	48	0.923076923
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	3	37	0.925
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	3	26	0.896551724
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	2	34	0.944444444
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	1	45	0.97826087
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	9	30	0.769230769
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	2	36	0.947368421
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	6	47	0.886792453
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	2	38	0.95
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	3	51	0.944444444
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	2	42	0.954545455
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	7	50	0.877192982
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	1	35	0.972222222
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	2	43	0.955555556
0.039130435	0.260869565	0.15	0.3	0.22173913	0.05	200	1	29	0.966666667
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	0	27	1
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	2	43	0.955555556
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	2	34	0.944444444
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	0	35	1
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	5	33	0.868421053
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	2	26	0.928571429
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	4	35	0.897435897
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	1	34	0.971428571
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	3	25	0.892857143
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	2	29	0.935483871
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	2	32	0.941176471
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	2	29	0.935483871
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	1	33	0.970588235
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	1	24	0.96
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	3	24	0.888888889
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	1	30	0.967741935
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	6	34	0.85
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	1	34	0.971428571
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	4	31	0.885714286
0.052173913	0.347826087	0.15	0.4	0.295652174	0.05	200	5	26	0.838709677
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	1	29	0.966666667
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	4	17	0.80952381
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	4	22	0.846153846
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	1	35	0.972222222
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	3	24	0.888888889
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	2	25	0.925925926
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	6	27	0.818181818
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	3	24	0.888888889
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	1	19	0.95
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	2	27	0.931034483
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	1	34	0.971428571
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	1	19	0.95
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	2	34	0.944444444
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	3	23	0.884615385
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	2	28	0.933333333
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	3	23	0.884615385
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	0	21	1
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	1	19	0.95
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	5	28	0.848484848
0.065217391	0.434782609	0.15	0.5	0.369565217	0.05	200	0	24	1
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	3	19	0.863636364
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	0	22	1
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	1	16	0.941176471
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	4	34	0.894736842
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	1	19	0.95
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	2	23	0.92
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	1	23	0.958333333
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	2	17	0.894736842
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	1	21	0.954545455
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	1	20	0.952380952
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	3	30	0.909090909
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	1	22	0.956521739
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	1	25	0.961538462
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	2	17	0.894736842
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	1	16	0.941176471
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	1	23	0.958333333
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	1	26	0.962962963
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	5	24	0.827586207
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	3	15	0.833333333
0.07826087	0.52173913	0.15	0.6	0.443478261	0.05	200	0	13	1
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	1	16	0.941176471
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	0	6	1
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	2	17	0.894736842
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	2	24	0.923076923
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	2	20	0.909090909
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	1	16	0.941176471
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	0	23	1
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	3	16	0.842105263
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	1	12	0.923076923
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	1	8	0.888888889
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	1	26	0.962962963
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	2	27	0.931034483
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	2	13	0.866666667
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	2	27	0.931034483
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	3	25	0.892857143
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	1	11	0.916666667
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	2	24	0.923076923
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	1	12	0.923076923
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	2	19	0.904761905
0.091304348	0.608695652	0.15	0.7	0.517391304	0.05	200	1	13	0.928571429
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	0	21	1
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	0	17	1
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	1	14	0.933333333
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	5	11	0.6875
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	1	17	0.944444444
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	1	18	0.947368421
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	3	11	0.785714286
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	0	13	1
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	1	16	0.941176471
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	0	17	1
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	0	18	1
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	2	19	0.904761905
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	2	14	0.875
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	1	17	0.944444444
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	0	16	1
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	3	21	0.875
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	3	8	0.727272727
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	0	16	1
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	1	12	0.923076923
0.104347826	0.695652174	0.15	0.8	0.591304348	0.05	200	1	14	0.933333333
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	1	11	0.916666667
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	0	9	1
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	2	26	0.928571429
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	0	7	1
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	4	13	0.764705882
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	2	10	0.833333333
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	1	13	0.928571429
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	1	8	0.888888889
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	2	12	0.857142857
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	1	12	0.923076923
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	1	16	0.941176471
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	2	14	0.875
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	3	13	0.8125
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	2	14	0.875
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	0	12	1
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	1	14	0.933333333
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	1	19	0.95
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	2	12	0.857142857
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	0	21	1
0.117391304	0.782608696	0.15	0.9	0.665217391	0.05	200	2	17	0.894736842
0.130434783	0.869565217	0.15	1	0.739130435	0.05	200	2	12	0.857142857
0.130434783	0.869565217	0.15	1	0.739130435	0.05	200	3	12	0.8
0.130434783	0.869565217	0.15	1	0.739130435	0.05	200	1	13	0.928571429
0.130434783	0.869565217	0.15	1	0.739130435	0.05	200	1	16	0.941176471
0.130434783	0.869565217	0.15	1	0.739130435	0.05	200	1	4	0.8
0.130434783	0.869565217	0.15	1	0.739130435	0.05	200	2	16	0.888888889
0.130434783	0.869565217	0.15	1	0.739130435	0.05	200	1	6	0.857142857
0.130434783	0.869565217	0.15	1	0.739130435	0.05	200	2	12	0.857142857
0.130434783	0.869565217	0.15	1	0.739130435	0.05	200	1	11	0.916666667
0.130434783	0.869565217	0.15	1	0.739130435	0.05	200	3	12	0.8
0.130434783	0.869565217	0.15	1	0.739130435	0.05	200	2	11	0.846153846
0.130434783	0.869565217	0.15	1	0.739130435	0.05	200	1	15	0.9375
0.130434783	0.869565217	0.15	1	0.739130435	0.05	200	0	14	1
