mu	lambda	eps	turnover	netdiv	psi	ntip	m.type	k.type	k.ratio
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	62	88	0.586666667
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	71	79	0.526666667
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	62	72	0.537313433
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	67	74	0.524822695
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	62	83	0.572413793
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	65	65	0.5
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	79	81	0.50625
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	80	89	0.526627219
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	58	67	0.536
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	47	53	0.53
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	30	61	0.67032967
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	48	61	0.559633028
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	85	109	0.56185567
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	100	112	0.528301887
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	63	63	0.5
0.214285714	0.285714286	0.75	0.5	0.071428571	0.05	200	61	77	0.557971014
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	40	59	0.595959596
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	50	69	0.579831933
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	56	60	0.517241379
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	57	64	0.52892562
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	27	74	0.732673267
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	49	66	0.573913043
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	54	55	0.504587156
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	75	62	0.452554745
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	31	46	0.597402597
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	61	84	0.579310345
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	41	61	0.598039216
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	46	63	0.577981651
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	44	47	0.516483516
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	41	53	0.563829787
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	46	48	0.510638298
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	54	73	0.57480315
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	43	54	0.556701031
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	46	52	0.530612245
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	43	60	0.582524272
0.257142857	0.342857143	0.75	0.6	0.085714286	0.05	200	43	47	0.522222222
0.3	0.4	0.75	0.7	0.1	0.05	200	42	54	0.5625
0.3	0.4	0.75	0.7	0.1	0.05	200	53	62	0.539130435
0.3	0.4	0.75	0.7	0.1	0.05	200	34	42	0.552631579
0.3	0.4	0.75	0.7	0.1	0.05	200	37	47	0.55952381
0.3	0.4	0.75	0.7	0.1	0.05	200	37	48	0.564705882
0.3	0.4	0.75	0.7	0.1	0.05	200	57	46	0.446601942
0.3	0.4	0.75	0.7	0.1	0.05	200	56	52	0.481481481
0.3	0.4	0.75	0.7	0.1	0.05	200	41	61	0.598039216
0.3	0.4	0.75	0.7	0.1	0.05	200	41	52	0.559139785
0.3	0.4	0.75	0.7	0.1	0.05	200	53	55	0.509259259
0.3	0.4	0.75	0.7	0.1	0.05	200	50	46	0.479166667
0.3	0.4	0.75	0.7	0.1	0.05	200	35	44	0.556962025
0.3	0.4	0.75	0.7	0.1	0.05	200	56	48	0.461538462
0.3	0.4	0.75	0.7	0.1	0.05	200	51	45	0.46875
0.3	0.4	0.75	0.7	0.1	0.05	200	39	38	0.493506494
0.3	0.4	0.75	0.7	0.1	0.05	200	30	42	0.583333333
0.3	0.4	0.75	0.7	0.1	0.05	200	50	55	0.523809524
0.3	0.4	0.75	0.7	0.1	0.05	200	51	48	0.484848485
0.3	0.4	0.75	0.7	0.1	0.05	200	58	41	0.414141414
0.3	0.4	0.75	0.7	0.1	0.05	200	53	50	0.485436893
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	36	35	0.492957746
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	54	41	0.431578947
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	27	30	0.526315789
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	67	61	0.4765625
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	38	40	0.512820513
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	55	64	0.537815126
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	40	42	0.512195122
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	62	64	0.507936508
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	63	57	0.475
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	34	44	0.564102564
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	41	51	0.554347826
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	25	26	0.509803922
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	35	38	0.520547945
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	41	47	0.534090909
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	29	35	0.546875
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	28	42	0.6
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	30	37	0.552238806
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	27	29	0.517857143
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	44	59	0.572815534
0.342857143	0.457142857	0.75	0.8	0.114285714	0.05	200	40	55	0.578947368
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	43	51	0.542553191
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	30	35	0.538461538
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	55	42	0.432989691
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	18	20	0.526315789
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	30	36	0.545454545
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	28	40	0.588235294
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	46	37	0.445783133
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	40	36	0.473684211
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	31	41	0.569444444
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	50	44	0.468085106
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	29	35	0.546875
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	41	43	0.511904762
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	38	41	0.518987342
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	58	41	0.414141414
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	38	27	0.415384615
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	19	35	0.648148148
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	22	33	0.6
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	56	52	0.481481481
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	24	44	0.647058824
0.385714286	0.514285714	0.75	0.9	0.128571429	0.05	200	24	30	0.555555556
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	32	32	0.5
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	21	22	0.511627907
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	40	33	0.452054795
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	16	32	0.666666667
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	30	39	0.565217391
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	29	27	0.482142857
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	33	27	0.45
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	30	23	0.433962264
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	31	44	0.586666667
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	18	31	0.632653061
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	42	33	0.44
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	28	31	0.525423729
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	39	44	0.530120482
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	42	31	0.424657534
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	58	58	0.5
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	33	25	0.431034483
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	24	34	0.586206897
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	40	48	0.545454545
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	21	19	0.475
0.428571429	0.571428571	0.75	1	0.142857143	0.05	200	31	26	0.456140351
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	536	1164	0.684705882
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	550	1108	0.66827503
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	361	706	0.661668229
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	646	1242	0.657838983
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	579	1159	0.666858458
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	580	1137	0.662201514
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	252	609	0.707317073
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	332	658	0.664646465
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	271	617	0.69481982
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	419	796	0.655144033
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	354	803	0.694036301
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	467	888	0.655350554
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	343	730	0.680335508
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	475	938	0.66383581
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	312	676	0.684210526
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	355	739	0.675502742
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	589	1171	0.665340909
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	380	765	0.668122271
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	323	690	0.681145114
0.045945946	0.054054054	0.85	0.1	0.008108108	0.05	200	566	1073	0.65466748
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	243	368	0.602291326
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	134	228	0.629834254
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	385	483	0.556451613
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	229	332	0.591800357
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	381	466	0.550177096
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	305	397	0.565527066
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	297	384	0.563876652
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	106	218	0.672839506
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	195	291	0.598765432
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	163	270	0.623556582
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	217	318	0.594392523
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	251	360	0.589198036
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	211	324	0.605607477
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	212	299	0.585127202
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	365	452	0.553243574
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	200	286	0.588477366
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	194	296	0.604081633
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	277	366	0.569206843
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	216	272	0.557377049
0.091891892	0.108108108	0.85	0.2	0.016216216	0.05	200	319	429	0.573529412
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	89	119	0.572115385
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	166	210	0.558510638
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	216	212	0.495327103
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	195	239	0.550691244
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	165	221	0.57253886
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	116	163	0.584229391
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	180	227	0.557739558
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	251	263	0.511673152
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	113	145	0.562015504
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	244	283	0.537001898
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	119	188	0.61237785
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	91	129	0.586363636
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	158	154	0.493589744
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	196	215	0.523114355
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	157	204	0.565096953
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	243	259	0.515936255
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	220	229	0.510022272
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	241	260	0.518962076
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	258	302	0.539285714
0.137837838	0.162162162	0.85	0.3	0.024324324	0.05	200	237	237	0.5
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	128	116	0.475409836
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	149	171	0.534375
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	250	232	0.481327801
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	214	200	0.483091787
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	164	190	0.536723164
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	193	192	0.498701299
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	152	155	0.504885993
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	150	148	0.496644295
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	101	129	0.560869565
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	199	192	0.491048593
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	216	201	0.482014388
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	145	157	0.51986755
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	167	139	0.454248366
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	184	149	0.447447447
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	113	133	0.540650407
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	205	163	0.442934783
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	128	135	0.513307985
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	223	178	0.443890274
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	131	151	0.535460993
0.183783784	0.216216216	0.85	0.4	0.032432432	0.05	200	130	156	0.545454545
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	103	131	0.55982906
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	147	123	0.455555556
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	153	111	0.420454545
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	118	124	0.512396694
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	148	134	0.475177305
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	116	101	0.465437788
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	82	133	0.618604651
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	104	94	0.474747475
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	127	126	0.498023715
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	137	106	0.436213992
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	100	77	0.435028249
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	188	158	0.456647399
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	146	116	0.442748092
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	81	105	0.564516129
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	105	116	0.524886878
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	138	122	0.469230769
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	86	86	0.5
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	235	167	0.415422886
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	124	125	0.502008032
0.22972973	0.27027027	0.85	0.5	0.040540541	0.05	200	110	128	0.537815126
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	90	91	0.502762431
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	53	69	0.56557377
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	90	71	0.440993789
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	56	57	0.504424779
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	88	95	0.519125683
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	79	93	0.540697674
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	100	106	0.514563107
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	68	73	0.517730496
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	146	101	0.408906883
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	152	91	0.374485597
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	72	65	0.474452555
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	163	111	0.405109489
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	65	74	0.532374101
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	159	134	0.457337884
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	109	104	0.488262911
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	102	107	0.511961722
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	95	84	0.469273743
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	64	85	0.570469799
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	152	112	0.424242424
0.275675676	0.324324324	0.85	0.6	0.048648649	0.05	200	121	112	0.480686695
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	113	98	0.464454976
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	147	98	0.4
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	71	54	0.432
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	77	66	0.461538462
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	95	73	0.43452381
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	136	106	0.438016529
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	70	63	0.473684211
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	43	51	0.542553191
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	84	73	0.464968153
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	63	64	0.503937008
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	60	63	0.512195122
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	97	86	0.469945355
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	77	88	0.533333333
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	73	65	0.471014493
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	51	68	0.571428571
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	78	70	0.472972973
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	100	92	0.479166667
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	129	104	0.446351931
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	74	53	0.417322835
0.321621622	0.378378378	0.85	0.7	0.056756757	0.05	200	109	73	0.401098901
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	108	76	0.413043478
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	68	56	0.451612903
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	102	73	0.417142857
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	60	52	0.464285714
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	164	97	0.37164751
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	50	50	0.5
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	128	85	0.399061033
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	98	66	0.402439024
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	63	64	0.503937008
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	42	55	0.567010309
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	115	81	0.413265306
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	130	76	0.368932039
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	82	63	0.434482759
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	131	70	0.348258706
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	100	64	0.390243902
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	129	81	0.385714286
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	56	42	0.428571429
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	84	65	0.436241611
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	106	57	0.349693252
0.367567568	0.432432432	0.85	0.8	0.064864865	0.05	200	154	92	0.37398374
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	135	67	0.331683168
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	92	72	0.43902439
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	73	52	0.416
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	66	56	0.459016393
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	106	74	0.411111111
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	99	74	0.427745665
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	83	63	0.431506849
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	86	75	0.465838509
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	44	36	0.45
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	93	67	0.41875
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	65	48	0.424778761
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	101	74	0.422857143
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	63	71	0.529850746
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	59	53	0.473214286
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	74	74	0.5
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	101	78	0.43575419
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	100	75	0.428571429
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	75	48	0.390243902
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	80	76	0.487179487
0.413513514	0.486486486	0.85	0.9	0.072972973	0.05	200	97	66	0.404907975
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	67	39	0.367924528
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	69	51	0.425
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	55	45	0.45
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	70	40	0.363636364
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	124	79	0.389162562
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	54	45	0.454545455
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	93	56	0.375838926
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	73	71	0.493055556
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	66	47	0.415929204
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	51	42	0.451612903
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	135	81	0.375
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	108	51	0.320754717
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	22	32	0.592592593
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	57	52	0.47706422
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	90	44	0.328358209
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	71	40	0.36036036
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	90	57	0.387755102
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	53	35	0.397727273
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	70	55	0.44
0.459459459	0.540540541	0.85	1	0.081081081	0.05	200	48	42	0.466666667
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	3746	6416	0.631371777
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	1061	1946	0.647156635
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	1243	2165	0.635269953
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	869	1589	0.646460537
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	739	1312	0.639687957
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	855	1578	0.648581998
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	677	1257	0.649948294
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	1361	2312	0.629458209
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	879	1596	0.644848485
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	1125	2033	0.643761875
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	2392	4044	0.628340584
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	1142	1989	0.6352603
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	1106	1966	0.639973958
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	1117	2037	0.645846544
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	1252	2170	0.634132086
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	1813	3103	0.631204231
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	1408	2453	0.635327635
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	2640	4402	0.625106504
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	895	1565	0.636178862
0.048717949	0.051282051	0.95	0.1	0.002564103	0.05	200	1102	2041	0.649379574
0.097435897	0.102564103	0.95	0.2	0.005128205	0.05	200	555	635	0.533613445
